# 晚開始的店：頁面店名旁掛紅色時間籤，到點前取代「進行中」。
# 欄位: 店名<TAB>開始日（須等於正本該店 @ 的開始日，換批自動失效）<TAB>時間 HH:MM
# 上游每家都有 data-draw-start-time，但 sync 沒接；這裡只列要特別提醒的店。
北車地下街	2026-09-11	12:00
