# 作廢短址：上游彙整頁列出、但店家後來換掉的購買券連結。
#
# 為什麼需要：draw-sync 對「同一批次」是取聯集（保留人工從 VOOM／FB 補進、上游還沒收的品項），
# 所以單純在正本把舊連結改掉，下一輪 sync 會把上游那條再併回來，變成同一品項兩條連結。
# 這張表是唯一能讓 sync「拒收」某條上游連結的地方。
#
# 判定依據（不要憑感覺列進來）：
# - 店家自己的粉專／VOOM 貼文，在本批日期下，給了同一品項不同的短址；且
# - 兩條解析後的 coupon id 是 ULID（時間排序），新的那條建立時間晚於上游抓取時間。
# 只符合其中一項就先問人，不要自己決定作廢哪一條。
#
# 移除時機：上游自己更正後這一列就沒作用了，但留著無害（它只是拒收一個已失效的 code）。
# 換批之後舊 code 不會再出現，可以整批清掉。
#
# 短址code	換成	原因	日期
YvJAEm5s	WVbuaxc	台南新天地 UX-11：上游 08-27 20:07 抓到舊券，店家 20:15 才換新券	2026-08-28
